broker_id,headquarters,description,offices
129,"Australia, Sfantul Vicentiu si Grenadinele","<p><img alt="""" src=""/upload/Imagini_Descriere/Charterprime_description_image.jpg"" style=""float:left; height:305px; width:350px"" /></p>

<p>Charterprime a fost infiintata in 2012 si este o companie de brokeraj&nbsp;internationala ce ofera servicii de tranzactionare a produselor derivate. Isi are sediul principal in Sydney, Australia.</p>

<p>Charterprime a imbratisat o filozofie simpla dar in acelasi timp foarte puternica: credem in a face afaceri in mod individual. Aceasta se reflecta in tot ceea ce facem la Charterprime, unde ne mandrim prin crearea unor solutii de succes pentru toti partenerii nostrii.</p>

<p>La Charterprime, noi investim timp, capital si resurse in dezvoltarea afacerii prin cresterea longevitatii si oferirea de valuare adaugata in tot ceea ce facem.</p>

<p>Echipa Charterprime este compusa din experti din intreaga lume, fiecare cu experienta individuala in industria sa. Diversitatea profesionistilor din echipa si setul de aptitudini diferite combinate in intreaga echipa, a ajutat Charterprime sa devina in prezent un broker cu multiple premii.</p>

<p>De la inceputul activitatii, din 2012, compania a continuat sa creasca si sa-si extinda orizonturile cu noi birouri si noi echipe in diferite tari.</p>

<p>Aceasta crestere se reflecta in dezvoltarea continua a Charterprime si oferind valoare adaugata clientilor sai prin produse si servicii unicat in fiecare an.</p>
","Hong Kong, Malaezia, Taiwan"
130,"Marea Britanie","<p><img alt="""" src=""/upload/Imagini_Descriere/CWG_Markets_description_image.png"" style=""float:left; height:200px; width:300px"" />CWG MARKETS LTD (&bdquo;CWG&rdquo;) este un furnizor mondial de servicii de tranzacționare online ce includ produse financiare derivate, sub autoritatea și supravegherea FCA UK. Produsele tranzacționabile includ perechi valutare, metale prețioase, indici bursieri, contracte futures pe mărfuri&nbsp;și așa mai departe.</p>

<p>Misiunea noastră este de a oferi oportunități traderilor&nbsp;de a tranzactiona pe cele mai lichide piețe din lume, oferind instrumente de tranzacționare inovatoare, tehnologie premiată și un nivel ridicat de lichiditate. Scopul nostru este să atingem cele mai &icirc;nalte standarde financiare și să oferim cea mai bună experiență de tranzacționare online pentru a asigura succesul traderilor pe piață.</p>

<p>CWG oferă diverse instrumente de tranzacționare și servicii de calitate, oferind o execuție rapidă, fără recotare, transparență absolută și tehnologii inovatoare.</p>

<p>CWG este un broker Forex sub supravegherea si&nbsp;reglementarea FCA UK și VFSC.</p>

<p>Toți banii clienților sunt păstrați complet separați de activele noastre &icirc;n conturi bancare separate la banca noastră custode. Acest lucru asigură că fondurile clienților sunt disponibile pentru ei &icirc;n orice moment și nu pot fi utilizate de noi &icirc;n niciun scop. Aceste proceduri sunt verificate de către auditorii noștri.</p>","Nigeria, Malaezia, Singapore, Vanuatu"
131,Cipru,"<p><img alt="""" src=""/upload/Imagini_Descriere/NAGA_description.png"" style=""float:left; height:250px; width:300px"" />Fondată &icirc;n 2015, Naga este o companie Fintech care vizează revoluționarea lumii prin descentralizarea tehnologiei financiare și oferirea accesului la cele mai bune instrumente financiare din&nbsp;piață pentru toată lumea de pe glob.</p>

<p>Echipa noastră lucrează &icirc;ncontinuu pentru a oferi tehnologie, resurse și asistență pentru fiecare trader care trebuie să ia decizii de tranzacționare sau investiții &icirc;ncrezătoare.</p>

<p>Viziunea noastră este simplă și universală: incluziune financiară pentru toată lumea.</p>

<p>Cu ecosistemul de proiecte inovatoare, NAGA permite tuturor să acceseze, să stocheze, să tranzacționeze și să investească pe piețe financiare, cryptomonede&nbsp;și bunuri virtuale. Ne străduim să dezvoltăm industria tehnologiei financiare și ne propunem &icirc;n permanență să fim o rețea de &icirc;ncredere, sigură și cea mai avansată de investiții sociale.</p>

<p>&nbsp;</p>","Germania, Seychelles"
132,"Insulele Virgine Britanice","<p><img alt="""" src=""/upload/Imagini_Descriere/SGT-Markets_description.png"" style=""float:left; height:198px; width:400px"" />Sterling Gent Trading Ltd (SGT Markets) este un broker ce oferă servicii de tranzacționare online&nbsp;pentru FX și CFD-uri, &icirc;nregistrat &icirc;n 2006.&nbsp;</p>

<p>SGT Markets oferă soluții de tranzacționare suficient de sofisticate pentru traderii instituționali, dar suficient de simple&nbsp;pentru &icirc;ncepători &icirc;n trazacționare, utiliz&acirc;nd o varietate de tehnologii de tranzacționare.</p>

<p>SGT Markets oferă traderilor cea mai bună și mai rapidă execuție disponibilă cu acces la cele mai ridicate niveluri de lichiditate&nbsp;de pe cea mai mare piață din lume, piața valutară la vedere (FX).</p>

<p>Serviciile&nbsp;superioare de execuție, at&acirc;t pentru clienții de retail c&acirc;t și pentru cei instituționali, la diferențe foarte str&acirc;nse pentru&nbsp;mai multe clase de active și peste 100 de instrumente, diferențiază SGT Markets de concurență.</p>

<p>Prin SGT Markets beneficiați de avantajele colaborării cu un furnizor de top de servicii de tranzacționare online pentru forex, metale, petrol, indici bursieri și alte mărfuri.</p>
",Bermuda
133,Cipru,"<p><img alt="""" src=""https://myportal.errante.com/uploads/public/banners/2020/05/1b843e65940a89f86e3d0552405a1a8e.gif"" style=""float:left; height:250px; width:300px"" /></p>

<p>Errante este un broker de tranzactionare online, angajat să ofere servicii de top, construind relații durabile și de &icirc;ncredere cu clienții sai. Suntem un grup de experți din industrie cu peste 30 de ani de experiență. Piatra de temelie a filozofiei noastre de afaceri sunt calitățile puternice ale onestității, transparenței și integrității. Viziunea noastră este să stabilim un nou standard de broker online. Oferim asistență personală de &icirc;naltă calitate clienților noștri și asigurăm un mediu de tranzacționare de &icirc;ncredere.</p>

<p>Suntem un broker reglementat care deține două licențe - Seychelles FSA și CySEC EU.</p>

<p>Oferim 5 clase de active:&nbsp;perechi valutare, acțiuni, marfuri, metale și indici. Oferim analize de piață, mai multe opțiuni de finanțare și tipuri de conturi flexibile, inclusiv soluții personalizate.</p>

<p>MT4 și MT5, platforme de tranzacționare de ultimă generație, oferă acces la piețele globale și o serie de analize pentru a vă ajuta să deveniți un trader eficient.</p>

<p>De asemenea, oferim conturi Multi-Account Manager (MAM) și un cont islamic fără swap, 100% conform legii Shariah.</p>

<p>Ne m&acirc;ndrim cu rapiditatea execuției ordinelor, precum și cu rapiditatea depozitelor și retragerilor noastre și oferim o serie de metode diferite pentru clienți de a depune și retrage fondurile.</p>

<p>Utilizăm conturi bancare separate pentru clienți, diferite de conturile companiei și folosim doar bănci cu rating internațional, precum Westpac și Commonwealth Bank of Australia. Fondurile clienților sunt auditate anual de o firmă de audit din grupul celor mari 4 firme de audit.</p>
",Seychelles
134,Vanuatu,"<p><img alt="""" src=""/upload/Imagini_Descriere/xchief-banner.gif"" style=""float:left; height:250px; width:300px"" />ForexChief Ltd. (numărul companiei №14777) este licențiată&nbsp;de către Comisia pentru Servicii Financiare din Vanuatu ca dealer &icirc;n valori mobiliare (licența principală) &icirc;n conformitate cu secțiunea 4, subsecțiunea (1) (a) din Legea dealerilor &icirc;n valori mobiliare (licențiere) [CAP. 70] cu modificările ulterioare.</p>

<p>Conceptul de bază al proiectului este crearea unei platforme unice pentru tranzacționarea online a contractelor valutare și a metalelor prețioase &icirc;n condițiile tranzacționării&nbsp;&icirc;n&nbsp;marjă.</p>

<p>Fundația infrastructurii tehnologice a proiectului este construită pe modelul STP / NDD evit&acirc;nd un conflict de interese &icirc;ntre companie și client și&nbsp;&icirc;n general, creșterea calității serviciilor prin intermediul spread-urilor &icirc;nguste și a executării ordinelor de tranzacționare de mare viteză.</p>",N/A
135,Belize,"<p><img alt="""" src=""/upload/Imagini_Descriere/Axiory_description_image.jpg"" style=""float:left; height:250px; width:300px"" />Axiory a fost fondată &icirc;n 2012 și este o denumire comercială a Axiory Global Ltd, care este autorizată și reglementată de Comisia internațională pentru servicii financiare (IFSC) din Belize.</p>

<p>Brokerul separă fondurile clientului de propriile fonduri și oferă o protecție a soldului negativ.</p>

<p>Utilizatorii pot alege dintre trei tipuri de conturi de tranzacționare numite Nano, Standard și Max pentru a tranzacționa pe 150 de piețe diferite, care acoperă Forex și CFD-uri pe acțiuni, indici, energii și metale.</p>

<p>Axiory oferă un levier maxim&nbsp;de p&acirc;nă la 777:1&nbsp;și oferă&nbsp;de asemenea&nbsp;acces la conturi islamice fără swap și la un cont de tranzacționare demo.</p>

<p>Axiory are o experiență vastă &icirc;n țările din Africa de Sud, America Latină și Asia.</p>

<p>Utilizatorii pot accesa, de asemenea, date referitoare la timpii de execuție și distribuția &quot;slippage-ului&quot; pentru o transparență și mai mare.</p>

<p>&Icirc;n 2020, Axiory a primit mai multe premii:</p>

<ul>
	<li>Excelență &icirc;n servicii pentru clienți - Premii internaționale pentru afaceri pentru investitori;</li>
	<li>Cel mai transparent broker - Premii internaționale pentru afaceri pentru investitori;</li>
	<li>Cel mai bun brand centrat pe client, Dubai - Global Brands Awards;</li>
	<li>Cel mai bun CEO din industria de brokeraj Forex - Business Worldwide CEO Awards.</li>
</ul>
","Emiratele Arabe Unite"
136,Seychelles,"<p><img alt="""" src=""/upload/Imagini_Descriere/Thunder_Forex_description.jpg"" style=""float:left; height:300px; width:300px"" />Thunder Forex oferă soluții profesionale de tranzacționare pentru traderii și scalperii activi, precum și pentru traderii care sunt noi pe piața valutară și a CFD-urilor.</p>

<p>Thunder Forex revoluționează tranzacționarea valutară și a CFD-urilor online oferind platforme de tranzacționare de v&acirc;rf, conectivitate cu latență redusă și lichiditate superioară.</p>

<p>Traderii pot acum accesa condiții de tranzacționare care anterior erau disponibile numai băncilor de investiții, fondurilor speculative și persoanelor cu o valoare ridicată a activelor nete.</p>

<p>Scopul Thunder Forex este de a umple golul dintre condițiile de tranzacționare online instituționale și de v&acirc;nzare cu amănuntul.</p>

<p>&Icirc;n plus, Thunder Forex este dedicat inovației, &icirc;mbunătățirii constante și utilizării tehnologiei de v&acirc;rf indisponibile anterior pentru clienții cu amănuntul.</p>

<p>Unul dintre punctele noastre de atracție este Thunder Forex Raw Spread Connectivity, care oferă execuții de tranzacționare ultra-rapide, spread-uri mai mici și lichidități de neegalat.</p>
",N/A
139,Seychelles,"<p><img alt="""" src=""/upload/Imagini_Descriere/Fondex-description.jpg"" style=""float:left; height:250px; width:300px"" /></p>

<p>Fondex este o denumire comercială a TopFX Ltd, care este &icirc;nregistrată ca firmă de investiții din Cipru (CIF) și licențiată de Comisia pentru Valori Mobiliare și Burse din Cipru (CySEC) sub numărul de licență 138/11, cu codul de TVA 10274180P, &icirc;n conformitate cu Directiva privind piețele instrumentelor financiare. (MiFID II). TopFX Ltd este guvernată de directiva privind piețele europene de instrumente financiare MiFID II și Legea privind serviciile și activitățile de investiții din Cipru și piețele reglementate din 2017, L. 87(&Iota;)/2017. Fondex Limited este o companie &icirc;nregistrată &icirc;n conformitate cu legile din Seychelles și este autorizată de Autoritatea pentru Servicii Financiare (FSA) din Seychelles cu o licență de dealer de valori mobiliare nr: SD037.</p>

<p>Fondex cTrader este un broker&nbsp;multi-active complet reglementat care oferă tranzacționarea CFD-urilor pe Forex, Acțiuni, Indici, Metale Prețioase, Mărfuri, ETF-uri și Cryptomonede.</p>

<p>Oferind un management robust al riscului, o execuție rapidă și instrumente precise de analiză a pieței, este platforma supremă at&acirc;t pentru &icirc;ncepători, c&acirc;t și pentru traderii profesioniști.</p>
",Seychelles
140,Cipru,"<p>eToro a fost fondată &icirc;n 2007 cu viziunea de a deschide piețele globale, astfel &icirc;nc&acirc;t oricine să poată tranzacționa și investi &icirc;n mod simplu și transparent. Grupul eToro este alcătuit din platforma eToro, locul nostru de tranzacționare și investiții multi-active, portofelul nostru criptografic și schimbul de criptare &icirc;n lanț.</p>

<p>eToro este o comunitate globală de peste 20 de milioane de utilizatori &icirc;nregistrați care &icirc;și &icirc;mpărtășesc strategiile de investiții. Platforma permite utilizatorilor să cumpere, să dețină și să v&acirc;ndă cu ușurință active, să &icirc;și monitorizeze portofoliul &icirc;n timp real și să tranzacționeze ori de c&acirc;te ori doresc.</p>

<p>Oferim utilizatorilor noștri o gamă de active &icirc;n care să investească - de la acțiuni fracționate, p&acirc;nă la mărfuri, FX, ETF-uri și criptomonede, precum și o alegere a modului de investiție. Aceștia pot tranzacționa direct ei &icirc;nșiși, pot copia strategia de investiții a unui alt investitor mai experimentat sau pot investi &icirc;ntr-unul din portofoliile noastre.</p>

<p>eToro acționează ca o punte &icirc;ntre vechea lume a investițiilor și cea nouă, ajut&acirc;nd investitorii să navigheze și să beneficieze de tranziția activelor către blockchain. eToro este singurul loc &icirc;n care investitorii pot deține active tradiționale precum acțiuni sau mărfuri alături de active &bdquo;noi&rdquo; precum Bitcoin. Credem că &icirc;n viitor toate activele vor fi tokenizate și că cripto este doar primul pas &icirc;n această călătorie.</p>

<p>Pe măsură ce tehnologia a evoluat, la fel și afacerea eToro. &Icirc;n 2018, am creat infrastructura, sub forma unui portofel criptografic și a unui schimb criptografic &icirc;n lanț, care susține angajamentul eToro de a facilita evoluția activelor tokenizate. Credem că valorificarea tehnologiei blockchain va permite eToro să devenă&nbsp;primul furnizor de servicii cu adevărat global, permiț&acirc;nd tuturor să tranzacționeze, să investească și să economisească.</p>

<p>eToro este reglementat &icirc;n Europa de Cipru Securities and Exchange Commission, &icirc;n Marea Britanie de Financial Conduct Authority și &icirc;n Australia de Australian Securities and Investments Commission.</p>
","Australia, Marea Britanie, Seychelles, SUA"
